"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.383893761E0,-3.000000026E-3,7.800000161E-2,9.762000084E0
2.385882146E0,-3.405000269E-2,8.595000207E-2,9.757050514E0
2.387870453E0,7.950000465E-3,7.800000161E-2,9.747000694E0
2.389858992E0,0.000000000E0,8.100000024E-2,9.762000084E0
2.391847376E0,6.000000052E-3,6.900000572E-2,9.750000000E0
2.393835915E0,1.305000018E-2,9.300000221E-2,9.739950180E0
2.395824294E0,1.800000109E-2,8.805000782E-2,9.751950264E0
2.397812833E0,6.000000052E-3,7.395000011E-2,9.747000694E0
2.399801218E0,1.005000062E-2,5.400000140E-2,9.754950523E0
2.401789756E0,1.800000109E-2,8.100000024E-2,9.742950439E0
2.403778064E0,4.200000316E-2,8.295000345E-2,9.751950264E0
2.405766679E0,3.195000067E-2,6.599999964E-2,9.733050346E0
2.407754996E0,3.705000132E-2,6.405000389E-2,9.751950264E0
2.409743380E0,3.405000269E-2,6.405000389E-2,9.727950096E0
2.411731919E0,4.200000316E-2,6.195000187E-2,9.750000000E0
2.413720534E0,5.805000290E-2,6.599999964E-2,9.739950180E0
2.415708919E0,4.605000094E-2,7.095000148E-2,9.745050430E0
2.417697227E0,5.100000277E-2,6.405000389E-2,9.750000000E0
2.419685770E0,4.200000316E-2,7.095000148E-2,9.762000084E0
2.421674155E0,6.105000153E-2,7.605000585E-2,9.754950523E0
2.423662693E0,5.805000290E-2,6.900000572E-2,9.747000694E0
2.425651078E0,4.395000264E-2,8.805000782E-2,9.757050514E0
2.428809232E0,4.905000329E-2,5.205000192E-2,9.745050430E0
2.429628001E0,5.595000088E-2,6.599999964E-2,9.750000000E0
2.431616319E0,6.105000153E-2,5.895000324E-2,9.739950180E0
2.433604857E0,5.100000277E-2,7.095000148E-2,9.754950523E0
2.435593242E0,5.595000088E-2,6.900000572E-2,9.763950348E0
2.437581857E0,5.100000277E-2,5.895000324E-2,9.751950264E0
2.439570165E0,5.595000088E-2,5.700000376E-2,9.763950348E0
2.441558472E0,3.705000132E-2,7.095000148E-2,9.750000000E0
2.443547073E0,2.700000070E-2,7.395000011E-2,9.762000084E0
2.445535611E0,1.500000060E-2,6.599999964E-2,9.775950432E0
2.447523996E0,1.500000060E-2,7.605000585E-2,9.759000778E0
2.449512534E0,2.700000070E-2,6.195000187E-2,9.759000778E0
2.451500919E0,7.950000465E-3,6.405000389E-2,9.759000778E0
2.453489448E0,3.000000026E-3,6.405000389E-2,9.762000084E0
2.455477756E0,1.305000018E-2,8.595000207E-2,9.739950180E0
2.457466371E0,3.000000026E-3,9.000000358E-2,9.762000084E0
2.459454679E0,7.950000465E-3,9.000000358E-2,9.745050430E0
2.461443064E0,0.000000000E0,8.295000345E-2,9.762000084E0
2.463431602E0,-1.200000010E-2,8.805000782E-2,9.751950264E0
2.465420256E0,-1.695000008E-2,9.795000404E-2,9.736050606E0
2.467408640E0,-1.995000057E-2,7.800000161E-2,9.745050430E0
2.469396948E0,0.000000000E0,8.805000782E-2,9.742950439E0
2.471385486E0,-1.695000008E-2,6.599999964E-2,9.739950180E0
2.473373871E0,-2.205000073E-2,9.495000541E-2,9.739950180E0
2.475362410E0,-2.400000021E-2,8.805000782E-2,9.750000000E0
2.477350780E0,-3.600000218E-2,9.000000358E-2,9.757050514E0
2.479339088E0,0.000000000E0,6.599999964E-2,9.745050430E0
2.481327703E0,-7.950000465E-3,8.805000782E-2,9.739950180E0
2.483316011E0,-1.500000060E-2,8.100000024E-2,9.751950264E0
2.485304549E0,-1.005000062E-2,8.100000024E-2,9.738000870E0
2.487292934E0,-1.005000062E-2,9.300000221E-2,9.750000000E0
2.489281563E0,-1.200000010E-2,9.000000358E-2,9.759000778E0
2.491269871E0,-1.005000062E-2,9.795000404E-2,9.754950523E0
2.493258410E0,-1.695000008E-2,6.599999964E-2,9.754950523E0
2.495246794E0,7.950000465E-3,1.050000042E-1,9.763950348E0
2.497235333E0,1.305000018E-2,8.295000345E-2,9.763950348E0
2.499223717E0,-1.200000010E-2,8.295000345E-2,9.747000694E0
2.501212285E0,6.000000052E-3,7.605000585E-2,9.751950264E0
2.503200669E0,1.500000060E-2,9.495000541E-2,9.747000694E0
2.505189208E0,1.050000079E-3,8.100000024E-2,9.766950607E0
2.507177516E0,3.000000026E-3,9.000000358E-2,9.747000694E0
2.509166131E0,1.305000018E-2,8.100000024E-2,9.771000862E0
2.511154516E0,1.005000062E-2,9.300000221E-2,9.747000694E0
2.513142818E0,3.000000026E-3,7.800000161E-2,9.747000694E0
2.515131357E0,1.500000060E-2,8.805000782E-2,9.739950180E0
2.517119972E0,1.500000060E-2,7.800000161E-2,9.738000870E0
2.519108280E0,3.000000119E-2,1.099500060E-1,9.733050346E0
2.521096664E0,1.005000062E-2,8.100000024E-2,9.754950523E0
2.523085213E0,1.800000109E-2,8.595000207E-2,9.739950180E0
2.525073598E0,1.500000060E-2,9.000000358E-2,9.733050346E0
2.527062136E0,1.800000109E-2,9.000000358E-2,9.747000694E0
2.529050521E0,7.950000465E-3,9.795000404E-2,9.745050430E0
2.531038828E0,3.000000119E-2,9.300000221E-2,9.757050514E0
2.533027444E0,2.205000073E-2,1.140000075E-1,9.739950180E0
2.535015751E0,1.305000018E-2,1.000500023E-1,9.745050430E0
2.537004290E0,1.800000109E-2,8.100000024E-2,9.754950523E0
2.538992674E0,3.000000119E-2,8.100000024E-2,9.750000000E0
2.540981290E0,1.305000018E-2,9.300000221E-2,9.747000694E0
2.542969598E0,3.705000132E-2,9.495000541E-2,9.739950180E0
2.544958136E0,3.900000080E-2,1.000500023E-1,9.721050262E0
2.546946540E0,4.905000329E-2,8.295000345E-2,9.730950356E0
2.548935078E0,3.000000119E-2,7.095000148E-2,9.738000870E0
2.550923463E0,2.700000070E-2,8.295000345E-2,9.745050430E0
2.552912001E0,3.405000269E-2,9.495000541E-2,9.736050606E0
2.554900386E0,3.900000080E-2,7.605000585E-2,9.757050514E0
2.556888924E0,3.900000080E-2,8.295000345E-2,9.757050514E0
2.558877232E0,4.605000094E-2,7.605000585E-2,9.757050514E0
2.560865617E0,4.200000316E-2,7.605000585E-2,9.771000862E0
2.562854232E0,4.605000094E-2,6.195000187E-2,9.759000778E0
2.564842770E0,4.605000094E-2,6.195000187E-2,9.771000862E0
2.566831078E0,5.100000277E-2,8.595000207E-2,9.771000862E0
2.568819463E0,5.100000277E-2,6.599999964E-2,9.762000084E0
2.570807986E0,2.505000122E-2,7.800000161E-2,9.745050430E0
2.572796371E0,4.200000316E-2,6.900000572E-2,9.742950439E0
2.574784909E0,3.195000067E-2,7.800000161E-2,9.724050522E0
2.576773294E0,1.995000057E-2,7.395000011E-2,9.726000786E0
2.578761832E0,4.395000264E-2,7.395000011E-2,9.727950096E0
2.580750217E0,3.195000067E-2,7.800000161E-2,9.726000786E0
2.582738554E0,2.505000122E-2,7.095000148E-2,9.715950012E0
2.584727169E0,2.505000122E-2,8.805000782E-2,9.709050179E0
2.586715708E0,7.950000465E-3,9.300000221E-2,9.712050438E0
2.588704015E0,1.005000062E-2,8.805000782E-2,9.726000786E0
2.590692400E0,2.205000073E-2,8.805000782E-2,9.714000702E0
2.592681015E0,-1.200000010E-2,9.300000221E-2,9.714000702E0
2.594669569E0,-3.000000026E-3,9.300000221E-2,9.742950439E0
2.596657876E0,0.000000000E0,9.795000404E-2,9.724050522E0
2.598646261E0,-3.000000026E-3,8.295000345E-2,9.721050262E0
2.600634800E0,-1.005000062E-2,6.900000572E-2,9.721050262E0
2.602623184E0,-1.695000008E-2,9.300000221E-2,9.727950096E0
2.604611723E0,-1.005000062E-2,1.000500023E-1,9.714000702E0
2.606600116E0,-1.995000057E-2,9.000000358E-2,9.733050346E0
2.608588655E0,-2.400000021E-2,9.300000221E-2,9.730950356E0
2.610576962E0,-3.000000026E-3,1.050000042E-1,9.714000702E0
2.612565347E0,6.000000052E-3,1.000500023E-1,9.715950012E0
2.614553885E0,-1.500000060E-2,9.300000221E-2,9.730950356E0
2.616542501E0,-1.500000060E-2,1.020000055E-1,9.726000786E0
2.618530790E0,0.000000000E0,7.605000585E-2,9.715950012E0
2.620519174E0,-1.200000010E-2,7.095000148E-2,9.733050346E0
2.622507713E0,-4.950000439E-3,8.805000782E-2,9.738000870E0
2.624496097E0,1.050000079E-3,8.100000024E-2,9.718950272E0
2.626490366E0,3.000000026E-3,9.795000404E-2,9.709050179E0
2.628484631E0,1.005000062E-2,8.295000345E-2,9.712050438E0
2.630461554E0,1.050000079E-3,7.800000161E-2,9.702000618E0
2.632449938E0,1.500000060E-2,8.805000782E-2,9.724050522E0
2.634438246E0,1.500000060E-2,8.100000024E-2,9.715950012E0
2.636426862E0,1.995000057E-2,8.100000024E-2,9.715950012E0
2.638415400E0,1.995000057E-2,7.605000585E-2,9.727950096E0
2.640403694E0,3.000000119E-2,7.605000585E-2,9.738000870E0
2.642392078E0,1.500000060E-2,9.300000221E-2,9.718950272E0
2.644380694E0,3.000000119E-2,8.100000024E-2,9.724050522E0
2.646369001E0,3.195000067E-2,7.395000011E-2,9.736050606E0
2.648357540E0,2.205000073E-2,7.605000585E-2,9.721050262E0
2.650345924E0,3.705000132E-2,8.595000207E-2,9.733050346E0
2.652334208E0,3.000000119E-2,6.900000572E-2,9.730950356E0
2.654322824E0,3.705000132E-2,6.900000572E-2,9.718950272E0
2.656311362E0,3.195000067E-2,7.605000585E-2,9.721050262E0
2.658299670E0,2.205000073E-2,8.595000207E-2,9.721050262E0
2.660288285E0,3.000000119E-2,4.695000127E-2,9.714000702E0
2.662276679E0,1.005000062E-2,5.700000376E-2,9.718950272E0
2.664264986E0,3.195000067E-2,5.400000140E-2,9.706950188E0
2.666253525E0,1.800000109E-2,7.395000011E-2,9.724050522E0
2.668242140E0,2.505000122E-2,6.599999964E-2,9.724050522E0
2.670230448E0,1.800000109E-2,8.295000345E-2,9.724050522E0
2.672218833E0,1.500000060E-2,6.195000187E-2,9.726000786E0
2.674207357E0,3.000000026E-3,5.400000140E-2,9.736050606E0
2.676195742E0,7.950000465E-3,6.599999964E-2,9.730950356E0
2.678184280E0,1.305000018E-2,7.395000011E-2,9.738000870E0
2.680172665E0,2.505000122E-2,5.895000324E-2,9.745050430E0
2.682161203E0,2.205000073E-2,6.900000572E-2,9.745050430E0
2.684149564E0,1.800000109E-2,4.995000362E-2,9.747000694E0
2.686137872E0,-4.950000439E-3,7.095000148E-2,9.745050430E0
2.688126410E0,7.950000465E-3,6.405000389E-2,9.742950439E0
2.690115025E0,1.005000062E-2,6.900000572E-2,9.736050606E0
2.692103333E0,2.700000070E-2,5.700000376E-2,9.745050430E0
2.694091718E0,2.205000073E-2,6.599999964E-2,9.721050262E0
2.696080347E0,2.205000073E-2,8.100000024E-2,9.738000870E0
2.698068886E0,7.950000465E-3,5.895000324E-2,9.727950096E0
2.700057193E0,1.800000109E-2,6.900000572E-2,9.721050262E0
2.702045578E0,1.500000060E-2,6.195000187E-2,9.721050262E0
2.704034116E0,2.205000073E-2,7.395000011E-2,9.715950012E0
2.706022501E0,4.395000264E-2,6.405000389E-2,9.703950882E0
2.708011049E0,1.995000057E-2,6.195000187E-2,9.709050179E0
2.709999357E0,3.705000132E-2,7.095000148E-2,9.712050438E0
2.711987973E0,3.000000119E-2,8.295000345E-2,9.703950882E0
2.713976357E0,2.505000122E-2,7.800000161E-2,9.706950188E0
2.715964665E0,1.005000062E-2,1.020000055E-1,9.733050346E0
2.717953203E0,6.000000052E-3,8.805000782E-2,9.727950096E0
2.719941804E0,1.305000018E-2,8.805000782E-2,9.724050522E0
2.721930111E0,1.500000060E-2,9.795000404E-2,9.739950180E0
2.723918496E0,7.950000465E-3,9.000000358E-2,9.733050346E0
2.725907035E0,6.000000052E-3,8.100000024E-2,9.718950272E0
2.727895419E0,7.950000465E-3,1.170000061E-1,9.726000786E0
2.729883958E0,6.000000052E-3,1.020000055E-1,9.727950096E0
2.731872314E0,-1.695000008E-2,9.795000404E-2,9.733050346E0
2.733860853E0,-1.005000062E-2,9.795000404E-2,9.718950272E0
2.735849237E0,3.000000026E-3,9.000000358E-2,9.727950096E0
2.737837776E0,-7.950000465E-3,9.000000358E-2,9.718950272E0
2.739826083E0,-1.995000057E-2,1.000500023E-1,9.712050438E0
2.741814468E0,1.050000079E-3,9.495000541E-2,9.715950012E0
2.743803097E0,-2.205000073E-2,1.069500074E-1,9.714000702E0
2.745791405E0,-7.950000465E-3,1.099500060E-1,9.733050346E0
2.747779944E0,-4.950000439E-3,8.805000782E-2,9.733050346E0
2.749768328E0,-1.695000008E-2,9.795000404E-2,9.727950096E0
2.751756867E0,7.950000465E-3,1.050000042E-1,9.726000786E0
2.753745227E0,-3.000000026E-3,8.295000345E-2,9.715950012E0
2.755733766E0,7.950000465E-3,1.069500074E-1,9.745050430E0
2.757722150E0,-1.005000062E-2,9.300000221E-2,9.736050606E0
2.759710689E0,-4.950000439E-3,1.069500074E-1,9.742950439E0
2.761699074E0,-3.000000026E-3,1.050000042E-1,9.747000694E0
2.763687381E0,-4.950000439E-3,8.805000782E-2,9.738000870E0
2.765675968E0,1.305000018E-2,9.300000221E-2,9.724050522E0
2.767664275E0,1.305000018E-2,8.100000024E-2,9.726000786E0
2.769652814E0,2.505000122E-2,1.050000042E-1,9.721050262E0
2.771641429E0,2.700000070E-2,9.000000358E-2,9.715950012E0
2.773629814E0,1.800000109E-2,8.805000782E-2,9.733050346E0
2.775618352E0,1.800000109E-2,9.795000404E-2,9.697050095E0
2.777606650E0,1.800000109E-2,8.295000345E-2,9.718950272E0
2.779595035E0,1.800000109E-2,7.800000161E-2,9.726000786E0
2.781583573E0,4.395000264E-2,6.900000572E-2,9.730950356E0
2.783571958E0,2.700000070E-2,6.900000572E-2,9.709050179E0
2.785560496E0,1.800000109E-2,5.400000140E-2,9.718950272E0
2.787548881E0,1.800000109E-2,7.395000011E-2,9.738000870E0
2.789537434E0,3.405000269E-2,7.395000011E-2,9.733050346E0
2.791525742E0,1.500000060E-2,6.900000572E-2,9.738000870E0
2.793514127E0,3.900000080E-2,7.095000148E-2,9.730950356E0
2.795502742E0,2.505000122E-2,7.095000148E-2,9.745050430E0
2.797491050E0,3.405000269E-2,5.895000324E-2,9.742950439E0
2.799479588E0,2.700000070E-2,6.599999964E-2,9.747000694E0
2.801467978E0,3.405000269E-2,6.900000572E-2,9.733050346E0
2.803456516E0,3.405000269E-2,7.095000148E-2,9.727950096E0
2.805444901E0,1.005000062E-2,6.405000389E-2,9.718950272E0
2.807433439E0,3.000000119E-2,6.195000187E-2,9.706950188E0
2.809421824E0,1.305000018E-2,5.700000376E-2,9.715950012E0
2.811410362E0,1.800000109E-2,7.095000148E-2,9.715950012E0
2.813398761E0,1.995000057E-2,6.599999964E-2,9.718950272E0
2.815387299E0,1.500000060E-2,7.095000148E-2,9.730950356E0
2.817375684E0,6.000000052E-3,5.700000376E-2,9.724050522E0
2.819363992E0,1.995000057E-2,5.205000192E-2,9.721050262E0
2.821352530E0,1.500000060E-2,6.195000187E-2,9.724050522E0
2.823341146E0,1.995000057E-2,7.395000011E-2,9.724050522E0
2.825329544E0,2.205000073E-2,6.405000389E-2,9.712050438E0
2.829317852E0,3.000000026E-3,6.405000389E-2,9.721050262E0
2.829472237E0,1.305000018E-2,6.900000572E-2,9.709050179E0
2.831294698E0,1.305000018E-2,8.100000024E-2,9.721050262E0
2.833283313E0,6.000000052E-3,8.805000782E-2,9.714000702E0
2.835271698E0,2.505000122E-2,8.805000782E-2,9.721050262E0
2.837260006E0,1.500000060E-2,8.295000345E-2,9.714000702E0
2.839248559E0,1.995000057E-2,8.100000024E-2,9.724050522E0
2.841237175E0,3.000000026E-3,8.295000345E-2,9.739950180E0
2.843225482E0,1.800000109E-2,7.395000011E-2,9.727950096E0
2.845213867E0,3.000000026E-3,6.195000187E-2,9.726000786E0
2.847202482E0,7.950000465E-3,6.195000187E-2,9.745050430E0
2.849190790E0,3.000000026E-3,7.800000161E-2,9.733050346E0
2.851179329E0,3.000000026E-3,8.100000024E-2,9.727950096E0
2.853167713E0,7.950000465E-3,7.605000585E-2,9.727950096E0
2.855156252E0,-4.950000439E-3,7.800000161E-2,9.751950264E0
2.857144636E0,-3.000000026E-3,8.595000207E-2,9.736050606E0
2.859133175E0,-3.000000026E-3,8.595000207E-2,9.726000786E0
2.861121559E0,1.005000062E-2,8.100000024E-2,9.726000786E0
2.863110098E0,0.000000000E0,8.100000024E-2,9.712050438E0
2.865098482E0,0.000000000E0,6.599999964E-2,9.714000702E0
2.867086790E0,6.000000052E-3,7.605000585E-2,9.712050438E0
2.869075405E0,1.005000062E-2,8.100000024E-2,9.727950096E0
2.871063944E0,-1.500000060E-2,7.605000585E-2,9.709050179E0
2.873052252E0,6.000000052E-3,8.295000345E-2,9.730950356E0
2.875040866E0,-4.950000439E-3,9.495000541E-2,9.747000694E0
2.877029174E0,-3.000000026E-3,9.300000221E-2,9.754950523E0
2.879017789E0,1.050000079E-3,1.050000042E-1,9.745050430E0
2.881006097E0,0.000000000E0,9.300000221E-2,9.727950096E0
2.882994481E0,-1.695000008E-2,7.395000011E-2,9.721050262E0
2.884983020E0,-2.700000070E-2,9.000000358E-2,9.721050262E0
2.886971381E0,-7.950000465E-3,9.300000221E-2,9.688050270E0
2.888959688E0,7.950000465E-3,7.800000161E-2,9.694950104E0
2.890948304E0,1.050000079E-3,9.795000404E-2,9.700050354E0
2.892936842E0,0.000000000E0,8.295000345E-2,9.697050095E0
2.894925150E0,6.000000052E-3,8.595000207E-2,9.700050354E0
2.896913534E0,7.950000465E-3,9.495000541E-2,9.709050179E0
2.898902126E0,6.000000052E-3,1.050000042E-1,9.715950012E0
2.900890664E0,1.305000018E-2,9.495000541E-2,9.738000870E0
2.902879049E0,1.305000018E-2,8.805000782E-2,9.726000786E0
2.904867357E0,3.000000119E-2,9.000000358E-2,9.727950096E0
2.906855972E0,1.995000057E-2,8.100000024E-2,9.715950012E0
2.908844280E0,3.000000119E-2,9.795000404E-2,9.736050606E0
2.910832828E0,3.195000067E-2,7.395000011E-2,9.745050430E0
2.912821213E0,3.195000067E-2,9.000000358E-2,9.738000870E0
2.914809751E0,1.500000060E-2,7.395000011E-2,9.750000000E0
2.916798136E0,5.100000277E-2,9.300000221E-2,9.747000694E0
2.918786444E0,3.000000119E-2,7.800000161E-2,9.745050430E0
2.920774982E0,3.195000067E-2,8.805000782E-2,9.736050606E0
2.922763616E0,3.405000269E-2,6.599999964E-2,9.750000000E0
2.924751924E0,3.405000269E-2,6.900000572E-2,9.742950439E0
2.926740309E0,4.905000329E-2,7.605000585E-2,9.736050606E0
2.928728847E0,4.200000316E-2,8.100000024E-2,9.730950356E0
2.930717463E0,3.705000132E-2,7.800000161E-2,9.736050606E0
2.932705770E0,3.195000067E-2,6.599999964E-2,9.730950356E0
2.934694140E0,4.605000094E-2,7.800000161E-2,9.712050438E0
2.936682678E0,3.900000080E-2,7.095000148E-2,9.715950012E0
2.938671063E0,3.705000132E-2,7.605000585E-2,9.736050606E0
2.940659601E0,3.000000119E-2,6.900000572E-2,9.738000870E0
2.942647986E0,3.000000119E-2,6.599999964E-2,9.726000786E0
2.944636525E0,5.100000277E-2,6.599999964E-2,9.724050522E0
2.946624842E0,3.195000067E-2,8.595000207E-2,9.724050522E0
2.948613227E0,3.405000269E-2,6.599999964E-2,9.721050262E0
2.950601842E0,3.405000269E-2,7.605000585E-2,9.715950012E0
2.952590381E0,1.800000109E-2,6.900000572E-2,9.702000618E0
2.954578765E0,1.050000079E-3,7.800000161E-2,9.702000618E0
2.956567073E0,1.005000062E-2,7.395000011E-2,9.718950272E0
2.958555688E0,1.800000109E-2,7.800000161E-2,9.697050095E0
2.960543996E0,7.950000465E-3,7.800000161E-2,9.697050095E0
2.962532535E0,3.000000026E-3,8.595000207E-2,9.724050522E0
2.964520919E0,1.005000062E-2,8.805000782E-2,9.703950882E0
2.966509227E0,1.800000109E-2,8.100000024E-2,9.702000618E0
2.968497842E0,1.050000079E-3,8.595000207E-2,9.706950188E0
2.970486376E0,6.000000052E-3,8.595000207E-2,9.691950798E0
2.972474683E0,1.050000079E-3,7.395000011E-2,9.714000702E0
2.974463299E0,1.050000079E-3,9.300000221E-2,9.709050179E0
2.976451607E0,-3.000000026E-3,9.495000541E-2,9.706950188E0
2.978439991E0,-3.000000026E-3,1.020000055E-1,9.715950012E0
2.980428530E0,-3.000000026E-3,1.140000075E-1,9.703950882E0
2.982417145E0,3.000000026E-3,9.495000541E-2,9.718950272E0
2.984405453E0,1.005000062E-2,1.050000042E-1,9.703950882E0
2.986393837E0,3.000000026E-3,1.099500060E-1,9.702000618E0
2.988382376E0,1.500000060E-2,9.000000358E-2,9.712050438E0
2.990370760E0,7.950000465E-3,9.300000221E-2,9.733050346E0
2.992359299E0,3.000000026E-3,1.140000075E-1,9.727950096E0
2.994347707E0,3.000000026E-3,1.020000055E-1,9.724050522E0
2.996336246E0,1.005000062E-2,1.069500074E-1,9.724050522E0
2.998324554E0,1.005000062E-2,1.069500074E-1,9.754950523E0
3.000312938E0,1.800000109E-2,1.020000055E-1,9.750000000E0
3.002301554E0,1.500000060E-2,1.170000061E-1,9.757050514E0
3.004290111E0,1.305000018E-2,1.260000020E-1,9.763950348E0
3.006278496E0,1.500000060E-2,1.050000042E-1,9.754950523E0
3.008266803E0,1.005000062E-2,1.170000061E-1,9.742950439E0
3.010255342E0,2.700000070E-2,1.069500074E-1,9.745050430E0
3.012243727E0,2.700000070E-2,1.099500060E-1,9.751950264E0
3.014232265E0,2.205000073E-2,1.050000042E-1,9.745050430E0
3.016220646E0,1.305000018E-2,1.170000061E-1,9.759000778E0
3.018208953E0,7.950000465E-3,1.050000042E-1,9.747000694E0
3.020197569E0,1.995000057E-2,8.595000207E-2,9.733050346E0
3.022186107E0,1.305000018E-2,1.000500023E-1,9.751950264E0
3.024174415E0,0.000000000E0,9.795000404E-2,9.751950264E0
3.026168746E0,1.995000057E-2,8.595000207E-2,9.747000694E0
3.028163049E0,1.995000057E-2,8.295000345E-2,9.736050606E0
3.030139972E0,7.950000465E-3,8.100000024E-2,9.736050606E0
3.032128280E0,-4.950000439E-3,8.295000345E-2,9.745050430E0
3.034116895E0,0.000000000E0,6.599999964E-2,9.724050522E0
3.036105203E0,-7.950000465E-3,6.900000572E-2,9.712050438E0
3.038093588E0,-2.700000070E-2,6.900000572E-2,9.714000702E0
3.040082126E0,-4.950000439E-3,4.995000362E-2,9.721050262E0
3.042070511E0,1.995000057E-2,4.305000231E-2,9.709050179E0
3.044059049E0,-4.950000439E-3,5.400000140E-2,9.690000534E0
3.046047434E0,1.050000079E-3,4.305000231E-2,9.688050270E0
3.048035972E0,1.050000079E-3,6.599999964E-2,9.697050095E0
3.050024357E0,-2.895000204E-2,3.795000166E-2,9.706950188E0
3.052012654E0,3.000000026E-3,4.500000179E-2,9.702000618E0
3.054001192E0,-3.000000026E-3,3.105000220E-2,9.715950012E0
3.055989577E0,-1.200000010E-2,5.400000140E-2,9.724050522E0
3.057978192E0,-4.950000439E-3,4.005000368E-2,9.702000618E0
3.059966500E0,1.500000060E-2,4.305000231E-2,9.727950096E0
3.061955029E0,7.950000465E-3,3.795000166E-2,9.715950012E0
3.063943645E0,6.000000052E-3,4.695000127E-2,9.738000870E0
3.065931952E0,1.050000079E-3,4.995000362E-2,9.739950180E0
3.067920337E0,1.305000018E-2,4.500000179E-2,9.742950439E0
3.069908875E0,1.800000109E-2,6.599999964E-2,9.727950096E0
3.071897260E0,3.195000067E-2,6.405000389E-2,9.727950096E0
3.073885813E0,7.950000465E-3,5.205000192E-2,9.738000870E0
3.075874197E0,7.950000465E-3,6.900000572E-2,9.730950356E0
3.077862736E0,3.195000067E-2,7.605000585E-2,9.727950096E0
3.079851120E0,2.205000073E-2,6.900000572E-2,9.727950096E0
3.081839659E0,3.000000119E-2,6.900000572E-2,9.715950012E0
3.083827985E0,2.205000073E-2,8.595000207E-2,9.718950272E0
3.085816601E0,2.700000070E-2,6.405000389E-2,9.727950096E0
3.087804909E0,2.205000073E-2,8.100000024E-2,9.745050430E0
3.089793293E0,0.000000000E0,8.595000207E-2,9.733050346E0
3.091781832E0,2.205000073E-2,8.805000782E-2,9.718950272E0
3.093770216E0,2.205000073E-2,9.795000404E-2,9.709050179E0
3.095758741E0,2.505000122E-2,1.069500074E-1,9.718950272E0
3.097747125E0,7.950000465E-3,1.189500093E-1,9.714000702E0
3.099735433E0,2.505000122E-2,1.020000055E-1,9.718950272E0
3.101724048E0,6.000000052E-3,1.140000075E-1,9.721050262E0
3.103712587E0,1.500000060E-2,1.219500080E-1,9.714000702E0
3.105700895E0,3.705000132E-2,1.140000075E-1,9.709050179E0
3.107689260E0,1.305000018E-2,1.219500080E-1,9.712050438E0
3.109677876E0,1.305000018E-2,1.140000075E-1,9.709050179E0
3.111666183E0,2.700000070E-2,1.219500080E-1,9.709050179E0
3.113654722E0,1.995000057E-2,1.189500093E-1,9.712050438E0
3.115643337E0,1.800000109E-2,1.189500093E-1,9.715950012E0
3.117631645E0,4.200000316E-2,1.140000075E-1,9.736050606E0
3.119620019E0,3.900000080E-2,1.170000061E-1,9.721050262E0
3.121608558E0,3.405000269E-2,1.309500039E-1,9.712050438E0
3.123596943E0,1.305000018E-2,1.189500093E-1,9.715950012E0
3.125585481E0,1.800000109E-2,1.140000075E-1,9.738000870E0
3.127573866E0,3.705000132E-2,9.795000404E-2,9.724050522E0
3.129562404E0,2.505000122E-2,9.300000221E-2,9.727950096E0
3.131550804E0,3.405000269E-2,8.805000782E-2,9.727950096E0
3.133539342E0,1.995000057E-2,9.000000358E-2,9.721050262E0
3.135527650E0,1.005000062E-2,8.100000024E-2,9.730950356E0
3.137516265E0,3.405000269E-2,5.895000324E-2,9.727950096E0
3.139504650E0,3.000000119E-2,7.800000161E-2,9.738000870E0
3.141492958E0,3.195000067E-2,6.405000389E-2,9.730950356E0
3.143481510E0,0.000000000E0,5.400000140E-2,9.721050262E0
3.145469818E0,1.800000109E-2,3.495000303E-2,9.730950356E0
3.147458433E0,1.305000018E-2,4.695000127E-2,9.736050606E0
3.149446818E0,3.900000080E-2,5.700000376E-2,9.721050262E0
3.151435356E0,1.995000057E-2,4.695000127E-2,9.726000786E0
3.153423741E0,1.305000018E-2,4.005000368E-2,9.715950012E0
3.155412279E0,6.000000052E-3,4.005000368E-2,9.730950356E0
3.157400587E0,1.995000057E-2,4.995000362E-2,9.738000870E0
3.159388972E0,-1.695000008E-2,4.305000231E-2,9.714000702E0
3.161377587E0,1.050000079E-3,5.700000376E-2,9.733050346E0
3.163365895E0,-1.500000060E-2,4.500000179E-2,9.721050262E0
3.165354423E0,-4.950000439E-3,6.195000187E-2,9.715950012E0
3.167342808E0,6.000000052E-3,4.500000179E-2,9.721050262E0
3.169331423E0,0.000000000E0,4.500000179E-2,9.726000786E0
3.171319731E0,-4.950000439E-3,5.895000324E-2,9.742950439E0
3.173308269E0,-1.995000057E-2,4.995000362E-2,9.726000786E0
3.175296654E0,-3.000000026E-3,5.700000376E-2,9.721050262E0
3.177285183E0,-1.005000062E-2,6.195000187E-2,9.712050438E0
3.179273568E0,-1.005000062E-2,6.599999964E-2,9.726000786E0
3.181262107E0,0.000000000E0,6.405000389E-2,9.724050522E0
3.183250491E0,-1.200000010E-2,7.395000011E-2,9.714000702E0
3.185239030E0,-1.695000008E-2,8.100000024E-2,9.703950882E0
3.187227337E0,3.000000026E-3,9.000000358E-2,9.714000702E0
3.189215722E0,1.305000018E-2,9.495000541E-2,9.709050179E0
3.191204337E0,-3.000000026E-3,8.295000345E-2,9.718950272E0
3.193192876E0,1.050000079E-3,8.805000782E-2,9.700050354E0
